id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;mode;profile;;;lat;cpu;mem
;suspect;suspect;23,32091331;2,5;1,118183136;0,665066365;1758287543;dl;rpi3;;;;;
;normal;early;25,79808235;1,6;1,118183136;0,6648786;1758287544;dl;rpi3;;;;;
;normal;early;31,87990189;2,2;1,118278503;0,66469094;1758287545;dl;rpi3;;;;;
;normal;normal;25,151968;2,1;1,119756699;0,664785553;1758287546;dl;rpi3;;;;;
;suspect;normal;24,78718758;1,6;1,120138168;0,664598025;1758287547;dl;rpi3;;;;;
;normal;normal;35,92991829;1,9;1,120042801;0,664692611;1758287548;dl;rpi3;;;;;
;normal;normal;23,86283875;1,6;1,120042801;0,664787144;1758287549;dl;rpi3;;;;;
;normal;suspect;22,70698547;1,5;1,121282578;0,664599775;1758287550;dl;rpi3;;;;;
;suspect;suspect;26,37577057;1,6;1,121759415;0,66469428;1758287551;dl;rpi3;;;;;
;normal;early;24,47414398;1,6;1,121759415;0,664507042;1758287552;dl;rpi3;;;;;
;normal;early;28,2907486;1,6;1,123285294;0,66431991;1758287553;dl;rpi3;;;;;
;normal;early;24,36900139;1,5;1,123332977;0,664132883;1758287554;dl;rpi3;;;;;
;suspect;normal;28,63121033;1,7;1,123523712;0,663945961;1758287555;dl;rpi3;;;;;
;normal;normal;21,44408226;1,4;1,123523712;0,664040518;1758287556;dl;rpi3;;;;;
;normal;normal;25,15292168;1,6;1,124477386;0,664135021;1758287557;dl;rpi3;;;;;
;rolling element failure;suspect;25,20108223;1,5;1,124477386;0,663948256;1758287558;dl;rpi3;;;;;
;suspect;normal;30,00092506;2,1;1,124572754;0,663761597;1758287559;dl;rpi3;;;;;
;normal;normal;22,57704735;1,5;1,126050949;0,663856099;1758287560;dl;rpi3;;;;;
;normal;normal;30,70187569;2,2;1,126146317;0,663950548;1758287561;dl;rpi3;;;;;
;normal;suspect;24,61481094;1,6;1,126194;0,663764045;1758287562;dl;rpi3;;;;;
;suspect;suspect;24,37114716;2;1,126146317;0,663858467;1758287563;dl;rpi3;;;;;
;normal;normal;22,21488953;1,4;1,126146317;0,663952835;1758287564;dl;rpi3;;;;;
;normal;normal;28,8579464;1,6;1,126146317;0,664047151;1758287565;dl;rpi3;;;;;
;rolling element failure;rolling element failure;24,51086044;1,5;1,126146317;0,664141414;1758287566;dl;rpi3;;;;;
;suspect;suspect;21,54278755;1,5;1,126146317;0,664235624;1758287567;dl;rpi3;;;;;
;normal;early;21,95119858;1,4;1,126480103;0,664049355;1758287568;dl;rpi3;;;;;
;normal;early;22,98521996;1,5;1,126480103;0,66386319;1758287569;dl;rpi3;;;;;
;rolling element failure;normal;31,01491928;1,6;1,130104065;0,66367713;1758287570;dl;rpi3;;;;;
;suspect;suspect;24,61600304;1,5;1,130104065;0,663771365;1758287571;dl;rpi3;;;;;
;normal;suspect;23,24390411;1,5;1,130104065;0,663585434;1758287572;dl;rpi3;;;;;
;normal;suspect;25,73871613;1,5;1,130104065;0,663399608;1758287573;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;36,47589684;2,1;1,130342484;0,663213886;1758287574;dl;rpi3;;;;;
;normal;early;23,10967445;1,5;1,129722595;0,663028268;1758287575;dl;rpi3;;;;;
;early;early;29,00290489;2,2;1,120424271;0,663122552;1758287576;dl;rpi3;;;;;
;early;early;29,68788147;1,7;1,108503342;0,663216783;1758287577;dl;rpi3;;;;;
;early;early;33,93793106;2,1;1,107549667;0,663310962;1758287579;dl;rpi3;;;;;
;early;early;29,61802483;1,9;1,107168198;0,663405088;1758287580;dl;rpi3;;;;;
;early;early;23,09083939;1,4;1,106119156;0,663499162;1758287581;dl;rpi3;;;;;
;early;early;23,8878727;1,6;1,108121872;0,663593182;1758287582;dl;rpi3;;;;;
;early;early;29,39987183;1,6;1,109695435;0,663687151;1758287583;dl;rpi3;;;;;
;suspect;imminent failure;24,02210236;2;1,109743118;0,663501815;1758287584;dl;rpi3;;;;;
;suspect;imminent failure;34,09910202;2,4;1,101016998;0,663316583;1758287585;dl;rpi3;;;;;
;suspect;inner race failure;26,09992027;1,5;1,101064682;0,663131454;1758287586;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;25,51579475;1,6;1,101064682;0,662946429;1758287587;dl;rpi3;;;;;
;suspect;normal;23,36525917;1,6;1,103019714;0,662761506;1758287588;dl;rpi3;;;;;
;normal;normal;25,09188652;1,7;1,103019714;0,662855549;1758287589;dl;rpi3;;;;;
;normal;normal;27,89902687;2,3;1,10373497;0,66294954;1758287590;dl;rpi3;;;;;
;rolling element failure;suspect;30,99608421;1,7;1,104164124;0,662764771;1758287591;dl;rpi3;;;;;
;suspect;normal;26,05390549;2,1;1,104259491;0,662580106;1758287592;dl;rpi3;;;;;
;normal;normal;26,38506889;1,7;1,107501984;0,662674095;1758287593;dl;rpi3;;;;;
;normal;normal;30,43079376;2;1,109647751;0,662768031;1758287594;dl;rpi3;;;;;
;normal;normal;23,4310627;1,5;1,110696793;0,662861915;1758287595;dl;rpi3;;;;;
;suspect;suspect;23,85497093;1,5;1,110696793;0,662955747;1758287596;dl;rpi3;;;;;
;normal;normal;24,16205406;1,5;1,110696793;0,663049527;1758287597;dl;rpi3;;;;;
;normal;normal;22,48120308;1,4;1,112174988;0,663143255;1758287598;dl;rpi3;;;;;
;normal;normal;25,72107315;1,5;1,112174988;0,66323693;1758287599;dl;rpi3;;;;;
;suspect;normal;25,64501762;1,6;1,111841202;0,663052544;1758287600;dl;rpi3;;;;;
;normal;normal;23,80013466;1,4;1,092195511;0,663146192;1758287601;dl;rpi3;;;;;
;normal;normal;27,13918686;1,7;1,025533676;0,663239789;1758287602;dl;rpi3;;;;;
;rolling element failure;suspect;24,15585518;1,5;1,0242939;0,663055556;1758287603;dl;rpi3;;;;;
;suspect;suspect;25,71606636;1,9;1,024961472;0,663149125;1758287604;dl;rpi3;;;;;
;normal;early;27,35805511;2,1;1,026201248;0,662965019;1758287605;dl;rpi3;;;;;
;normal;early;30,9419632;2,2;1,028633118;0,662781016;1758287606;dl;rpi3;;;;;
;rolling element failure;normal;25,09284019;1,5;1,032829285;0,662597114;1758287607;dl;rpi3;;;;;
;suspect;normal;20,1420784;1,5;1,042747498;0,662413315;1758287608;dl;rpi3;;;;;
;normal;normal;23,27919006;1,5;1,045846939;0,662506933;1758287609;dl;rpi3;;;;;
;normal;normal;28,86605263;1,7;1,045846939;0,662600499;1758287610;dl;rpi3;;;;;
;normal;suspect;23,65589142;1,5;1,045846939;0,662416851;1758287611;dl;rpi3;;;;;
;early;early;24,26409721;1,5;1,049900055;0,662510391;1758287612;dl;rpi3;;;;;
;early;early;26,16500854;1,5;1,049900055;0,662603878;1758287613;dl;rpi3;;;;;
;early;early;24,12891388;1,4;1,049947739;0,662697314;1758287614;dl;rpi3;;;;;
;early;early;21,50321007;1,4;1,05175972;0,662790698;1758287615;dl;rpi3;;;;;
;suspect;normal;22,75919914;1,6;1,05175972;0,662607252;1758287616;dl;rpi3;;;;;
;normal;normal;23,10013771;1,5;1,05175972;0,662700609;1758287617;dl;rpi3;;;;;
;normal;normal;25,35009384;1,6;1,052618027;0,662793914;1758287618;dl;rpi3;;;;;
;normal;normal;39,56198692;2,4;1,052618027;0,662887168;1758287619;dl;rpi3;;;;;
;suspect;suspect;27,08768845;2,3;1,052761078;0,66298037;1758287620;dl;rpi3;;;;;
;normal;normal;25,94900131;2;1,054239273;0,663073521;1758287621;dl;rpi3;;;;;
;normal;normal;20,63822746;1,6;1,054239273;0,663166621;1758287622;dl;rpi3;;;;;
;normal;normal;25,1660347;1,6;1,054143906;0,663259669;1758287623;dl;rpi3;;;;;
;suspect;suspect;26,55482292;2,1;1,054191589;0,663352665;1758287624;dl;rpi3;;;;;
;normal;normal;25,72107315;1,7;1,055669785;0,66344561;1758287625;dl;rpi3;;;;;
;normal;normal;34,0950489;2,4;1,055669785;0,663538504;1758287626;dl;rpi3;;;;;
;normal;normal;43,97535324;2,9;1,055669785;0,663631347;1758287627;dl;rpi3;;;;;
;suspect;normal;23,48613739;1,5;1,056146622;0,663448276;1758287628;dl;rpi3;;;;;
;normal;normal;24,87397194;1,5;1,056146622;0,663541092;1758287629;dl;rpi3;;;;;
;normal;normal;25,54512024;1,7;1,056146622;0,663633857;1758287630;dl;rpi3;;;;;
;normal;normal;24,72805977;1,5;1,056194305;0,663726571;1758287631;dl;rpi3;;;;;
;suspect;normal;23,12278748;1,5;1,056194305;0,663543676;1758287632;dl;rpi3;;;;;
;normal;normal;38,94805908;2,6;1,056194305;0,663636364;1758287633;dl;rpi3;;;;;
;normal;normal;26,57794952;2,1;1,056289673;0,663729;1758287634;dl;rpi3;;;;;
;normal;suspect;25,14600754;1,5;1,056289673;0,663546256;1758287635;dl;rpi3;;;;;
;suspect;suspect;29,24180031;2,1;1,056289673;0,663638866;1758287636;dl;rpi3;;;;;
;normal;early;27,74906158;1,6;1,056289673;0,663456247;1758287637;dl;rpi3;;;;;
;normal;early;26,91984177;2;1,059103012;0,663273728;1758287638;dl;rpi3;;;;;
;normal;normal;25,06494522;1,6;1,05919838;0,663366337;1758287639;dl;rpi3;;;;;
;suspect;normal;24,94692802;1,6;1,05919838;0,663183943;1758287640;dl;rpi3;;;;;
;normal;normal;24,21498299;1,5;1,05919838;0,663276526;1758287642;dl;rpi3;;;;;
;normal;normal;22,79305458;1,5;1,060199738;0,663369057;1758287643;dl;rpi3;;;;;
;normal;suspect;31,80909157;1,7;1,061677933;0,663186813;1758287644;dl;rpi3;;;;;
;suspect;normal;25,07185936;2,1;1,061677933;0,663004669;1758287645;dl;rpi3;;;;;
;normal;normal;23,25296402;1,5;1,061725616;0,663097199;1758287646;dl;rpi3;;;;;
;normal;normal;24,86920357;1,6;1,061725616;0,663189679;1758287647;dl;rpi3;;;;;
;normal;normal;25,20990372;1,5;1,061725616;0,663282108;1758287648;dl;rpi3;;;;;
;early;early;36,54980659;1,8;1,063203812;0,663374486;1758287649;dl;rpi3;;;;;
;early;early;25,61402321;2,5;1,063632965;0,663466813;1758287650;dl;rpi3;;;;;
;early;early;24,52778816;1,5;1,063632965;0,66355909;1758287651;dl;rpi3;;;;;
;early;early;28,21230888;2,1;1,0638237;0,663651316;1758287652;dl;rpi3;;;;;
;suspect;normal;25,45928955;1,6;1,063776016;0,663469444;1758287653;dl;rpi3;;;;;
;normal;normal;26,31592751;1,5;1,063776016;0,663561644;1758287654;dl;rpi3;;;;;
;normal;normal;27,11820602;1,6;1,063776016;0,663653793;1758287655;dl;rpi3;;;;;
;rolling element failure;suspect;40,59910774;2,4;1,063776016;0,66347207;1758287656;dl;rpi3;;;;;
;suspect;imminent failure;24,47533607;1,5;1,064252853;0,663290446;1758287657;dl;rpi3;;;;;
;normal;imminent failure;26,50284767;1,6;1,064252853;0,663108922;1758287658;dl;rpi3;;;;;
;suspect;inner race failure;23,73790741;1,5;1,064252853;0,662927497;1758287659;dl;rpi3;;;;;
;stage 2 failure;stage 2 failure;21,97575569;1,4;1,064252853;0,663019694;1758287660;dl;rpi3;;;;;
;early;early;23,7300396;1,5;1,064252853;0,66311184;1758287661;dl;rpi3;;;;;
;early;early;26,09705925;1,5;1,064252853;0,663203937;1758287662;dl;rpi3;;;;;
;early;early;48,3520031;2,6;1,064252853;0,663295983;1758287663;dl;rpi3;;;;;
;early;early;23,99897575;1,5;1,064252853;0,663387978;1758287664;dl;rpi3;;;;;
;suspect;suspect;27,97818184;2,7;1,064348221;0,663479924;1758287665;dl;rpi3;;;;;
;normal;normal;24,38211441;1,9;1,06678009;0,663571819;1758287666;dl;rpi3;;;;;
;suspect;suspect;31,14390373;1,8;1,06678009;0,663663664;1758287667;dl;rpi3;;;;;
;stage 2 failure;stage 2 failure;26,27205849;1,6;1,068162918;0,663755459;1758287668;dl;rpi3;;;;;
;suspect;suspect;25,42519569;1,5;1,068162918;0,663847203;1758287669;dl;rpi3;;;;;
;normal;suspect;22,7599144;1,6;1,068162918;0,663666121;1758287670;dl;rpi3;;;;;
;normal;suspect;26,54790878;1,5;1,069021225;0,663485138;1758287671;dl;rpi3;;;;;
;stage 2 failure;stage 2 failure;26,99494362;1,6;1,070690155;0,663576881;1758287672;dl;rpi3;;;;;
;suspect;normal;25,03418922;1,5;1,070690155;0,663396021;1758287673;dl;rpi3;;;;;
;normal;normal;24,30534363;1,6;1,071214676;0,663487738;1758287674;dl;rpi3;;;;;
;normal;normal;22,37296104;1,4;1,071214676;0,663579406;1758287675;dl;rpi3;;;;;
;rolling element failure;rolling element failure;22,45187759;1,5;1,072692871;0,663671024;1758287676;dl;rpi3;;;;;
;suspect;suspect;29,71291542;2,1;1,072692871;0,663762592;1758287677;dl;rpi3;;;;;
;normal;normal;35,74895859;5,1;1,154565811;0,66385411;1758287678;dl;rpi3;;;;;
;normal;normal;24,36685562;1,6;1,159238815;0,663945578;1758287679;dl;rpi3;;;;;
;rolling element failure;rolling element failure;30,86900711;2,4;1,159381866;0,664036997;1758287680;dl;rpi3;;;;;
;suspect;normal;27,62794495;2,2;1,15942955;0,663856405;1758287681;dl;rpi3;;;;;
;normal;normal;26,50928497;1,7;1,15942955;0,663947798;1758287682;dl;rpi3;;;;;
;normal;normal;26,90672874;1,7;1,159334183;0,664039141;1758287683;dl;rpi3;;;;;
;normal;suspect;26,720047;1,8;1,165008545;0,663858696;1758287684;dl;rpi3;;;;;
;suspect;suspect;26,64089203;2;1,165533066;0,663950014;1758287685;dl;rpi3;;;;;
;normal;early;29,02507782;2;1,168346405;0,66376969;1758287686;dl;rpi3;;;;;
;normal;early;25,47192574;1,6;1,169872284;0,663589465;1758287687;dl;rpi3;;;;;
;normal;normal;26,92890167;1,6;1,169872284;0,663680782;1758287688;dl;rpi3;;;;;
;suspect;normal;27,97007561;1,6;1,169872284;0,663500678;1758287689;dl;rpi3;;;;;
;normal;normal;27,31800079;1,6;1,169872284;0,66359197;1758287690;dl;rpi3;;;;;
;normal;normal;21,77596092;1,5;1,169872284;0,663683211;1758287691;dl;rpi3;;;;;
;rolling element failure;suspect;27,20379829;1,6;1,169872284;0,663503254;1758287692;dl;rpi3;;;;;
;suspect;suspect;23,85020256;1,6;1,170444489;0,66359447;1758287693;dl;rpi3;;;;;
;normal;early;27,05192566;2,2;1,17058754;0,663414634;1758287694;dl;rpi3;;;;;
;normal;early;26,679039;1,6;1,17058754;0,663234896;1758287695;dl;rpi3;;;;;
;normal;early;24,985075;2,2;1,170730591;0,663055255;1758287696;dl;rpi3;;;;;
;suspect;normal;30,73501587;1,8;1,170730591;0,662875711;1758287697;dl;rpi3;;;;;
;normal;normal;19,89912987;1,6;1,170730591;0,662966973;1758287698;dl;rpi3;;;;;
;normal;normal;21,38590813;1,5;1,170730591;0,663058187;1758287699;dl;rpi3;;;;;
;normal;suspect;25,20871162;1,5;1,170730591;0,662878788;1758287700;dl;rpi3;;;;;
;suspect;suspect;36,89408302;2,5;1,171684265;0,662969976;1758287701;dl;rpi3;;;;;
;normal;early;30,13920784;1,7;1,171875;0,662790698;1758287702;dl;rpi3;;;;;
;normal;early;31,55612946;1,7;1,171875;0,662611517;1758287703;dl;rpi3;;;;;
;normal;normal;22,02486992;1,5;1,171875;0,662702703;1758287704;dl;rpi3;;;;;
;suspect;suspect;26,82709694;2,1;1,172828674;0,66279384;1758287705;dl;rpi3;;;;;
;normal;normal;34,67297554;2,3;1,172828674;0,662884927;1758287707;dl;rpi3;;;;;
;normal;normal;27,1859169;1,6;1,172828674;0,662975965;1758287708;dl;rpi3;;;;;
;rolling element failure;rolling element failure;26,56316757;1,5;1,172828674;0,663066955;1758287709;dl;rpi3;;;;;
;suspect;normal;27,4810791;2,3;1,173114777;0,662887989;1758287710;dl;rpi3;;;;;
;normal;normal;27,69112587;1,7;1,173114777;0,662978953;1758287711;dl;rpi3;;;;;
;normal;normal;27,85205841;2,2;1,17316246;0,663069868;1758287712;dl;rpi3;;;;;
;normal;normal;25,42686462;1,6;1,173067093;0,663160734;1758287713;dl;rpi3;;;;;
;normal;early;30,05099297;1,9;1,173067093;0,662981936;1758287714;dl;rpi3;;;;;
;early;early;23,81968498;1,5;1,173114777;0,663072776;1758287715;dl;rpi3;;;;;
;early;early;28,99599075;1,6;1,173305511;0,663163568;1758287716;dl;rpi3;;;;;
;early;early;26,65400505;1,6;1,174259186;0,66325431;1758287717;dl;rpi3;;;;;
;suspect;normal;25,99406242;1,7;1,17521286;0,66307568;1758287718;dl;rpi3;;;;;
;normal;normal;34,22188759;2,3;1,17521286;0,663166397;1758287719;dl;rpi3;;;;;
;normal;normal;24,29223061;1,6;1,17521286;0,663257066;1758287720;dl;rpi3;;;;;
;rolling element failure;suspect;25,12907982;1,7;1,17521286;0,663078579;1758287721;dl;rpi3;;;;;
;normal;early;28,53107452;1,7;1,17521286;0,662900188;1758287722;dl;rpi3;;;;;
;early;early;25,20275116;1,5;1,175451279;0,662990855;1758287723;dl;rpi3;;;;;
;early;early;24,77407455;1,5;1,175451279;0,663081474;1758287724;dl;rpi3;;;;;
;early;early;26,7739296;2,4;1,17559433;0,663172043;1758287725;dl;rpi3;;;;;
;early;early;24,58691597;2,1;1,17559433;0,663262564;1758287726;dl;rpi3;;;;;
;early;early;26,11088753;2,3;1,17559433;0,663353036;1758287727;dl;rpi3;;;;;
;early;early;23,5812664;1,7;1,175546646;0,66344346;1758287728;dl;rpi3;;;;;
;early;early;26,23200417;1,5;1,175737381;0,663533835;1758287729;dl;rpi3;;;;;
;suspect;suspect;39,95013237;2,6;1,175737381;0,663624161;1758287730;dl;rpi3;;;;;
;normal;normal;25,38299561;1,6;1,175737381;0,663714439;1758287731;dl;rpi3;;;;;
;normal;normal;29,55698967;1,7;1,176548004;0,663804669;1758287732;dl;rpi3;;;;;
;normal;normal;37,96195984;2,3;1,176548004;0,66389485;1758287733;dl;rpi3;;;;;
;suspect;suspect;27,91118622;1,7;1,176548004;0,663984983;1758287734;dl;rpi3;;;;;
;normal;suspect;23,31280708;1,5;1,176595688;0,663806971;1758287735;dl;rpi3;;;;;
;suspect;suspect;21,97575569;1,4;1,178121567;0,663897079;1758287736;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;29,5381546;1,7;1,17816925;0,663719185;1758287737;dl;rpi3;;;;;
;suspect;suspect;23,47493172;1,5;1,17816925;0,663809269;1758287738;dl;rpi3;;;;;
;normal;normal;31,4450264;1,8;1,17816925;0,663899304;1758287739;dl;rpi3;;;;;
;suspect;suspect;26,05295181;2,3;1,178264618;0,66398929;1758287740;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;27,38189697;2,2;1,178359985;0,663811563;1758287741;dl;rpi3;;;;;
;suspect;suspect;23,30708504;1,6;1,178407669;0,663901525;1758287742;dl;rpi3;;;;;
;normal;early;26,94106102;1,5;1,178312302;0,663723917;1758287743;dl;rpi3;;;;;
;normal;early;22,09115028;1,5;1,178312302;0,663546403;1758287744;dl;rpi3;;;;;
;normal;normal;26,43680573;1,6;1,178312302;0,663636364;1758287745;dl;rpi3;;;;;
;suspect;normal;24,70397949;2;1,178455353;0,663458968;1758287746;dl;rpi3;;;;;
;normal;normal;23,96512032;1,5;1,175498962;0,663548904;1758287747;dl;rpi3;;;;;
;normal;normal;25,34604073;1,5;1,10244751;0,663638792;1758287748;dl;rpi3;;;;;
;normal;suspect;22,33505249;1,5;1,10001564;0,663461538;1758287749;dl;rpi3;;;;;
;suspect;suspect;25,44307709;1,6;1,095676422;0,663551402;1758287750;dl;rpi3;;;;;
;normal;normal;27,18806267;1,6;1,09744072;0,663641217;1758287751;dl;rpi3;;;;;
;normal;normal;28,25117111;1,7;1,09205246;0,663730985;1758287752;dl;rpi3;;;;;
;normal;normal;24,83916283;1,8;1,095724106;0,663820704;1758287753;dl;rpi3;;;;;
;suspect;suspect;32,95207024;2,6;1,104402542;0,663910376;1758287754;dl;rpi3;;;;;
;normal;normal;35,50171852;2,2;1,107501984;0,664;1758287755;dl;rpi3;;;;;
;normal;normal;30,09915352;2,3;1,115083694;0,664089576;1758287756;dl;rpi3;;;;;
;rolling element failure;rolling element failure;27,1821022;1,7;1,116275787;0,664179104;1758287757;dl;rpi3;;;;;
;suspect;normal;65,80400467;2,4;1,120519638;0,664002132;1758287758;dl;rpi3;;;;;
;normal;normal;48,57802391;2;1,121807098;0,664091636;1758287759;dl;rpi3;;;;;
;normal;normal;28,56183052;2,2;1,129579544;0,664181092;1758287760;dl;rpi3;;;;;
;rolling element failure;rolling element failure;58,14290047;2,4;1,13120079;0,664270501;1758287761;dl;rpi3;;;;;
;suspect;suspect;22,71199226;1,9;1,132678986;0,664359862;1758287762;dl;rpi3;;;;;
;normal;normal;27,2321701;1,9;1,134443283;0,664449175;1758287764;dl;rpi3;;;;;
;normal;suspect;29,1659832;1,7;1,136064529;0,664272413;1758287765;dl;rpi3;;;;;
;rolling element failure;rolling element failure;28,3870697;2,2;1,136112213;0,664361702;1758287766;dl;rpi3;;;;;
;suspect;normal;23,49305153;2,5;1,137447357;0,664185057;1758287767;dl;rpi3;;;;;
;normal;normal;25,82979202;1,6;1,139879227;0,664274322;1758287768;dl;rpi3;;;;;
;normal;normal;25,84195137;1,5;1,141309738;0,66436354;1758287769;dl;rpi3;;;;;
;normal;normal;26,90196037;2,4;1,142120361;0,66445271;1758287770;dl;rpi3;;;;;
;suspect;suspect;27,41384506;1,7;1,141023636;0,664541833;1758287771;dl;rpi3;;;;;
;normal;normal;30,01785278;2,5;1,141452789;0,664630908;1758287772;dl;rpi3;;;;;
;normal;normal;28,94473076;1,8;1,141452789;0,664719936;1758287773;dl;rpi3;;;;;
;rolling element failure;rolling element failure;22,89605141;2;1,141452789;0,664808917;1758287774;dl;rpi3;;;;;
;suspect;suspect;20,72620392;1,8;1,135444641;0,664897851;1758287775;dl;rpi3;;;;;
;normal;normal;24,92165565;2,3;1,063966751;0,664986737;1758287776;dl;rpi3;;;;;
;normal;normal;21,80194855;1,6;1,066255569;0,665075577;1758287777;dl;rpi3;;;;;
;rolling element failure;rolling element failure;24,90925789;1,5;1,066255569;0,665164369;1758287778;dl;rpi3;;;;;
;suspect;suspect;28,04589272;1,6;1,068592072;0,665253114;1758287779;dl;rpi3;;;;;
;normal;early;49,04389381;3,2;1,058959961;0,665076842;1758287780;dl;rpi3;;;;;
;normal;early;27,3911953;1,8;1,058959961;0,664900662;1758287781;dl;rpi3;;;;;
;rolling element failure;normal;33,24007988;2,4;1,059055328;0,664724576;1758287782;dl;rpi3;;;;;
;suspect;suspect;34,18397903;2,4;1,059103012;0,664813344;1758287783;dl;rpi3;;;;;
;normal;early;26,88789368;1,8;1,05919838;0,664637374;1758287784;dl;rpi3;;;;;
;normal;early;25,69389343;2,5;1,059293747;0,664461498;1758287785;dl;rpi3;;;;;
;normal;normal;23,99992943;2;1,059484482;0,664550265;1758287786;dl;rpi3;;;;;
;suspect;suspect;27,18305588;2,5;1,059532166;0,664638984;1758287787;dl;rpi3;;;;;
;normal;early;46,17595673;2,5;1,060914993;0,664463247;1758287788;dl;rpi3;;;;;
;normal;early;38,3849144;2,7;1,062297821;0,664287602;1758287789;dl;rpi3;;;;;
;normal;normal;29,61301804;2,1;1,062297821;0,664376321;1758287790;dl;rpi3;;;;;
;normal;early;24,59430695;1,6;1,062345505;0,664200793;1758287791;dl;rpi3;;;;;
;early;early;23,50997925;2,2;1,062679291;0,664289488;1758287792;dl;rpi3;;;;;
;early;early;46,48399353;2,2;1,062726974;0,664378136;1758287793;dl;rpi3;;;;;
;early;early;31,32224083;1,7;1,063203812;0,664466737;1758287794;dl;rpi3;;;;;
;suspect;normal;33,83398056;1,6;1,063203812;0,66429137;1758287795;dl;rpi3;;;;;
;normal;normal;26,50785446;1,6;1,064062119;0,664379947;1758287796;dl;rpi3;;;;;
;normal;normal;26,6430378;1,6;1,064157486;0,664468478;1758287797;dl;rpi3;;;;;
;rolling element failure;rolling element failure;23,10776711;1,4;1,064157486;0,664556962;1758287798;dl;rpi3;;;;;
;suspect;suspect;23,72717857;1,4;1,064157486;0,664645399;1758287799;dl;rpi3;;;;;
;normal;normal;29,80494499;2,3;1,064443588;0,66473379;1758287800;dl;rpi3;;;;;
;normal;suspect;22,52984047;2,1;1,034975052;0,66455863;1758287801;dl;rpi3;;;;;
;rolling element failure;rolling element failure;25,61426163;1,7;1,033735275;0,664646997;1758287802;dl;rpi3;;;;;
;suspect;normal;46,34976387;3,1;1,037025452;0,664471952;1758287803;dl;rpi3;;;;;
;normal;normal;45,79901695;3,2;1,039886475;0,664560295;1758287804;dl;rpi3;;;;;
;normal;normal;61,28621101;3,8;1,04060173;0,664648592;1758287805;dl;rpi3;;;;;
;rolling element failure;suspect;34,87420082;3,2;1,041126251;0,664473684;1758287806;dl;rpi3;;;;;
;suspect;normal;38,80500793;2,5;1,044034958;0,664298869;1758287807;dl;rpi3;;;;;
;normal;normal;37,05406189;2,3;1,046180725;0,664387165;1758287808;dl;rpi3;;;;;
;normal;normal;23,65088463;1,4;1,046180725;0,664475414;1758287809;dl;rpi3;;;;;
;normal;normal;24,78599548;1,5;1,047849655;0,664563617;1758287810;dl;rpi3;;;;;
;suspect;suspect;50,04310608;3,2;1,048898697;0,664651774;1758287812;dl;rpi3;;;;;
;normal;normal;52,86407471;3,5;1,053714752;0,664739884;1758287813;dl;rpi3;;;;;
;normal;suspect;46,97799683;2,9;1,056098938;0,664565274;1758287814;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;36,07010841;2,6;1,059055328;0,664390756;1758287815;dl;rpi3;;;;;
;suspect;suspect;28,03707123;1,6;1,059055328;0,664478866;1758287816;dl;rpi3;;;;;
;normal;early;25,88629723;2;1,060819626;0,664304462;1758287817;dl;rpi3;;;;;
;normal;early;24,89900589;1,7;1,061582565;0,66413015;1758287818;dl;rpi3;;;;;
;normal;normal;45,45402527;3,1;1,061916351;0,664218258;1758287819;dl;rpi3;;;;;
;suspect;normal;45,19677162;3,2;1,06344223;0,66404406;1758287820;dl;rpi3;;;;;
;normal;normal;47,9581356;3,2;1,06344223;0,664132145;1758287821;dl;rpi3;;;;;
;normal;normal;50,08101463;3,1;1,064586639;0,664220183;1758287822;dl;rpi3;;;;;
;suspect;suspect;42,41013527;3,2;1,064586639;0,664308176;1758287823;dl;rpi3;;;;;
;suspect;normal;28,06615829;1,7;1,064586639;0,664134137;1758287824;dl;rpi3;;;;;
;normal;normal;24,17993546;1,5;1,064586639;0,664222106;1758287825;dl;rpi3;;;;;
;normal;normal;23,21004868;1,4;1,064586639;0,664310029;1758287826;dl;rpi3;;;;;
;suspect;suspect;22,58706093;1,5;1,065921783;0,664397906;1758287827;dl;rpi3;;;;;
;suspect;normal;26,45134926;1,8;1,066398621;0,664224025;1758287828;dl;rpi3;;;;;
;normal;normal;28,41591835;1,7;1,066827774;0,664311879;1758287829;dl;rpi3;;;;;
;normal;normal;27,67801285;3;1,066923141;0,664399686;1758287830;dl;rpi3;;;;;
;normal;normal;29,84595299;1,6;1,055717468;0,664487448;1758287831;dl;rpi3;;;;;
;suspect;suspect;57,28793144;3,6;1,055574417;0,664575163;1758287832;dl;rpi3;;;;;
;normal;normal;45,4583168;3,1;1,05547905;0,664662833;1758287833;dl;rpi3;;;;;
;normal;normal;44,45171356;3,2;1,05547905;0,664750457;1758287834;dl;rpi3;;;;;
;stage 2 failure;rolling element failure;39,95394707;3,3;1,055574417;0,664576803;1758287835;dl;rpi3;;;;;
;suspect;suspect;44,57879066;3,1;1,05805397;0,664664403;1758287836;dl;rpi3;;;;;
;normal;suspect;44,22020912;3;1,05805397;0,664490862;1758287837;dl;rpi3;;;;;
;suspect;suspect;46,08297348;3;1,059103012;0,664578439;1758287838;dl;rpi3;;;;;
