id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;;;;Lat media;CPU % media;Mem % media
;normal;suspect;132,6127052;30,2;81;0,413120087;1758193704;;;;;;
;normal;early;135,4157925;29,8;81;0,41300813;1758193705;;;;;;
;early;early;131,5190792;28,8;81;0,413167163;1758193706;;;;;;
;early;early;102,2439003;31;81;0,413326111;1758193707;;;;;;
;normal;normal;128,0169487;31,5;81;0,413484972;1758193708;;;;;;
;normal;normal;133,4798336;36,4;81;0,413643747;1758193709;;;;;;
;early;normal;116,7650223;41,8;81;0,4135318;1758193710;;;;;;
;early;suspect;163,8309956;42,2;81;0,413419913;1758193711;;;;;;
;normal;suspect;136,8777752;40,8;80,9;0,413308088;1758193712;;;;;;
;normal;early;126,6508102;40,6;80,9;0,413196322;1758193713;;;;;;
;stage 2 failure;early;129,5690536;37,4;80,8;0,413084617;1758193714;;;;;;
;early;normal;142,6310539;40,5;80,8;0,412972973;1758193715;;;;;;
;normal;suspect;128,5951138;37,5;80,9;0,412861389;1758193716;;;;;;
;normal;normal;115,2000427;46,7;81;0,413019989;1758193717;;;;;;
;imminent failure;normal;105,009079;38,5;81;0,412908453;1758193718;;;;;;
;inner race failure;rolling element failure;102,9138565;33,1;81;0,412796976;1758193719;;;;;;
;normal;normal;132,8010559;33,3;81;0,412955466;1758193720;;;;;;
;normal;normal;125,8018017;59,3;80,9;0,413113869;1758193721;;;;;;
;imminent failure;normal;117,8891659;46,3;80,9;0,413002428;1758193722;;;;;;
;early;normal;122,4799156;30,7;80,7;0,412891046;1758193723;;;;;;
;early;early;134,7970963;32,8;81;0,413049339;1758193724;;;;;;
;early;early;116,3809299;25,8;81;0,413207547;1758193725;;;;;;
;early;early;105,0198078;34,2;81;0,41336567;1758193726;;;;;;
;early;early;105,5629253;33,1;80,9;0,413523707;1758193727;;;;;;
;normal;normal;124,0329742;36,7;80,9;0,413681659;1758193728;;;;;;
;normal;normal;97,93305397;39,4;80,9;0,413839526;1758193729;;;;;;
;imminent failure;normal;149,2700577;38,1;80,8;0,413728129;1758193730;;;;;;
;early;suspect;141,4039135;33,5;80,8;0,413616792;1758193731;;;;;;
;early;early;138,463974;32,1;80,9;0,413774549;1758193732;;;;;;
;early;early;128,9958954;42,9;80,9;0,413932222;1758193733;;;;;;
;early;early;122,7779388;31,1;80,9;0,414089809;1758193735;;;;;;
;early;early;130,310297;24,8;80,9;0,414247312;1758193736;;;;;;
;early;early;130,8469772;28;80,9;0,41440473;1758193737;;;;;;
;early;early;106,0428619;30,1;80,9;0,414562063;1758193738;;;;;;
;early;early;112,3981476;35,3;80,8;0,414719312;1758193739;;;;;;
;early;early;112,3139858;29,2;80,7;0,414876477;1758193740;;;;;;
;normal;suspect;115,7288551;32;80,9;0,414765101;1758193741;;;;;;
;normal;normal;112,142086;37,7;81,2;0,414922169;1758193742;;;;;;
;stage 2 failure;normal;113,5361195;36,1;81,2;0,41481084;1758193743;;;;;;
;early;normal;107,6328754;35,9;81,1;0,414699571;1758193744;;;;;;
;normal;suspect;143,7151432;37,8;81,2;0,414588361;1758193745;;;;;;
;normal;suspect;142,2748566;32;81,2;0,414477212;1758193746;;;;;;
;stage 2 failure;suspect;139,854908;30,5;81,2;0,414366122;1758193747;;;;;;
;imminent failure;stage 2 failure;124,9201298;45,3;81,2;0,414255091;1758193748;;;;;;
;normal;suspect;131,7110062;44,2;81,2;0,41414412;1758193749;;;;;;
;normal;normal;133,7108612;32,3;81,2;0,414301018;1758193750;;;;;;
;imminent failure;suspect;141,1859989;29,2;81,2;0,414190094;1758193751;;;;;;
;imminent failure;stage 2 failure;112,1940613;41,3;81,2;0,414079229;1758193752;;;;;;
;normal;suspect;153,0828476;37,6;81,2;0,413968424;1758193753;;;;;;
;normal;early;120,912075;43,5;81,2;0,413857678;1758193754;;;;;;
;stage 2 failure;early;140,5792236;31,4;81,2;0,413746991;1758193755;;;;;;
;early;normal;113,1539345;32;81,2;0,413636364;1758193756;;;;;;
;normal;normal;102,5202274;32,4;81,1;0,413793103;1758193757;;;;;;
;normal;normal;120,442152;36,7;81,1;0,413949759;1758193758;;;;;;
;early;normal;111,2971306;34,2;81,2;0,413839166;1758193759;;;;;;
;early;suspect;114,3050194;37,4;81,1;0,413728632;1758193760;;;;;;
;normal;suspect;144,094944;32,3;81,1;0,413618158;1758193761;;;;;;
;normal;normal;119,6558475;33,1;81,1;0,413774693;1758193762;;;;;;
;early;normal;139,6329403;45,9;81,1;0,413664265;1758193763;;;;;;
;early;normal;101,0518074;44,2;81,1;0,413553895;1758193764;;;;;;
;normal;suspect;121,1147308;34,2;81,1;0,413443585;1758193765;;;;;;
;normal;normal;160,4537964;31,1;81,1;0,4136;1758193766;;;;;;
;imminent failure;normal;139,8568153;39,9;74,8;0,413489736;1758193767;;;;;;
;imminent failure;rolling element failure;137,635231;34;73,9;0,413379531;1758193768;;;;;;
;normal;normal;148,4177113;34,4;73,9;0,413535838;1758193769;;;;;;
;normal;normal;143,335104;32;73,9;0,413692062;1758193770;;;;;;
;early;normal;143,2540417;31,3;73,9;0,413581891;1758193772;;;;;;
;early;rolling element failure;121,8979359;37,3;74,1;0,413471778;1758193772;;;;;;
;normal;suspect;138,0989552;32,9;74,1;0,413361725;1758193774;;;;;;
;normal;normal;126,1277199;39,1;74;0,413517829;1758193775;;;;;;
;stage 2 failure;suspect;110,5599403;31;74,1;0,413407821;1758193776;;;;;;
;stage 2 failure;rolling element failure;126,3229847;33,1;74,2;0,413297872;1758193777;;;;;;
;normal;normal;128,3578873;33,5;74,2;0,413453869;1758193778;;;;;;
;normal;normal;128,7958622;53,6;75,2;0,413609782;1758193779;;;;;;
;early;normal;130,4118633;30,4;76,6;0,413499867;1758193780;;;;;;
;early;normal;125,7300377;28,1;78;0,413390011;1758193781;;;;;;
;normal;suspect;132,8811646;28,1;79,4;0,413280212;1758193782;;;;;;
;normal;normal;134,2787743;32,3;80,9;0,413436006;1758193783;;;;;;
;suspect;normal;131,0741901;34,3;81,1;0,413326254;1758193784;;;;;;
;stage 2 failure;rolling element failure;146,5661526;38,1;81,1;0,413216561;1758193785;;;;;;
;normal;suspect;147,9523182;36,4;81,1;0,413106925;1758193786;;;;;;
;normal;normal;136,1541748;31,5;81,1;0,413262599;1758193787;;;;;;
;imminent failure;normal;107,2757244;41;81,1;0,41315301;1758193788;;;;;;
;early;rolling element failure;111,3359928;51,3;81;0,413043478;1758193789;;;;;;
;normal;suspect;153,1598568;38,3;81;0,412934005;1758193790;;;;;;
;normal;early;150,5990028;31,5;81,1;0,412824589;1758193791;;;;;;
;stage 2 failure;early;116,6050434;33,1;81,1;0,412715232;1758193792;;;;;;
;early;normal;129,2538643;36,6;81,1;0,412605932;1758193793;;;;;;
;normal;suspect;127,9602051;35,7;81,1;0,41249669;1758193794;;;;;;
;normal;early;102,4508476;28,3;81,1;0,412387507;1758193795;;;;;;
;early;early;101,9349098;24,6;81,1;0,412543001;1758193796;;;;;;
;early;normal;110,7339859;31,6;81,1;0,412433862;1758193797;;;;;;
;normal;suspect;111,2742424;27;81;0,412324782;1758193798;;;;;;
;normal;early;125,2439022;36,5;81;0,412215759;1758193799;;;;;;
;imminent failure;early;135,3540421;33,1;81;0,412106794;1758193800;;;;;;
;early;normal;135,5838776;33,2;81,1;0,411997886;1758193801;;;;;;
;early;early;126,3961792;33,8;81,1;0,412153236;1758193802;;;;;;
;early;early;131,9978237;37,6;81,1;0,412308505;1758193803;;;;;;
;early;early;111,9439602;33,6;81;0,412463692;1758193804;;;;;;
;early;early;128,1280518;34,2;81;0,412618796;1758193805;;;;;;
;normal;normal;119,2409992;31,8;81;0,412773819;1758193806;;;;;;
;normal;normal;133,8539124;33;81;0,41292876;1758193807;;;;;;
;early;normal;102,8060913;45,6;81;0,412819836;1758193808;;;;;;
;early;rolling element failure;138,2389069;43,4;81;0,41271097;1758193809;;;;;;
;imminent failure;suspect;120,2759743;36;81;0,412602162;1758193810;;;;;;
;normal;normal;103,8258076;33,5;81;0,412756985;1758193811;;;;;;
;stage 2 failure;suspect;118,3550358;40,1;81;0,412648221;1758193812;;;;;;
;imminent failure;rolling element failure;126,3530254;33,9;81,2;0,412539515;1758193813;;;;;;
;suspect;normal;137,2969151;35,2;81,1;0,412430866;1758193815;;;;;;
;normal;normal;120,8310127;32,6;81,1;0,412585571;1758193816;;;;;;
;stage 2 failure;normal;134,0091228;31,3;81,1;0,412476968;1758193817;;;;;;
;early;suspect;129,4231415;39,8;81,2;0,412368421;1758193818;;;;;;
;normal;normal;131,0400963;34,2;81,2;0,41252302;1758193819;;;;;;
;normal;normal;114,7751808;38;81,2;0,412677538;1758193820;;;;;;
;early;normal;129,338026;31,8;81,2;0,412569024;1758193821;;;;;;
;early;normal;114,5658493;32,5;81,2;0,412460568;1758193822;;;;;;
;normal;suspect;133,1620216;33,1;81,2;0,412352168;1758193823;;;;;;
;normal;normal;131,4609051;45,5;81,1;0,412506569;1758193824;;;;;;
;stage 2 failure;suspect;124,7909069;42,5;81,1;0,412398214;1758193825;;;;;;
;imminent failure;stage 2 failure;152,531147;31,7;81,2;0,412289916;1758193826;;;;;;
;normal;suspect;106,2510014;32,7;81,3;0,412181675;1758193827;;;;;;
;normal;early;111,8330956;33,4;81,3;0,412073491;1758193828;;;;;;
;early;early;140,8691406;39,2;81,3;0,412227762;1758193829;;;;;;
;early;normal;131,0281754;30,3;81,2;0,412119622;1758193830;;;;;;
;normal;normal;111,2811565;30,1;81,3;0,4122738;1758193831;;;;;;
;normal;normal;143,9516544;29,2;81,2;0,412427897;1758193832;;;;;;
;imminent failure;normal;116,9581413;43,2;81,3;0,41231979;1758193833;;;;;;
;suspect;suspect;133,4438324;32,6;81,3;0,412473795;1758193834;;;;;;
;normal;normal;145,9488869;35,6;81,2;0,412627718;1758193835;;;;;;
;normal;normal;126,4810562;33,2;81,2;0,412781561;1758193836;;;;;;
;stage 2 failure;normal;133,092165;29,8;81,2;0,412673475;1758193837;;;;;;
;suspect;suspect;114,0239239;32;81,2;0,412827225;1758193838;;;;;;
;normal;normal;117,166996;53,3;81,2;0,412980895;1758193839;;;;;;
;normal;normal;125,2129078;39,9;81,3;0,413134485;1758193840;;;;;;
;stage 2 failure;normal;141,7498589;35,1;81,2;0,413026419;1758193841;;;;;;
;early;normal;102,5941372;39,6;81,3;0,41291841;1758193842;;;;;;
;normal;suspect;118,7701225;33,1;81,3;0,412810458;1758193843;;;;;;
;normal;normal;123,770237;34,4;81,3;0,412963931;1758193844;;;;;;
;stage 2 failure;normal;119,3840504;31;81,2;0,412856023;1758193845;;;;;;
;early;rolling element failure;139,5697594;30,4;81,2;0,412748171;1758193846;;;;;;
;normal;suspect;135,6310844;32,1;81,2;0,412640376;1758193847;;;;;;
;normal;suspect;139,2991543;30,8;81,2;0,412532637;1758193848;;;;;;
;inner race failure;suspect;118,8671589;35,9;81,2;0,412424954;1758193849;;;;;;
;imminent failure;stage 2 failure;128,2260418;35,2;81,2;0,412317328;1758193850;;;;;;
;normal;suspect;114,2241955;33,7;81,2;0,412209757;1758193851;;;;;;
;normal;normal;133,9859962;34,1;81,1;0,412363067;1758193853;;;;;;
;imminent failure;normal;118,2398796;37,4;81,2;0,412255541;1758193854;;;;;;
;stage 2 failure;rolling element failure;101,8779278;42,8;81,2;0,412148071;1758193855;;;;;;
;normal;normal;145,966053;39,2;81,2;0,412301277;1758193856;;;;;;
;normal;normal;116,5909767;31;81,2;0,412454403;1758193857;;;;;;
;stage 2 failure;normal;149,8231888;37,5;81,1;0,412346965;1758193858;;;;;;
;early;normal;127,1772385;40,2;81,2;0,412239583;1758193859;;;;;;
;normal;normal;135,890007;36,1;81,2;0,412392606;1758193860;;;;;;
;normal;normal;129,472971;40,5;81,2;0,412545549;1758193861;;;;;;
;early;normal;137,5098228;30,4;81,2;0,412438199;1758193862;;;;;;
;early;normal;99,47371483;39,4;81,2;0,412330905;1758193863;;;;;;
;imminent failure;suspect;146,3170052;31,7;81,2;0,412223667;1758193864;;;;;;
;normal;normal;143,2919502;36,3;81,2;0,412376495;1758193865;;;;;;
;imminent failure;normal;147,069931;31,6;81,1;0,412269301;1758193866;;;;;;
;early;normal;118,339777;35,1;81,1;0,412162162;1758193867;;;;;;
;normal;suspect;142,44771;28,3;81,1;0,412055079;1758193868;;;;;;
;normal;normal;120,4409599;43,7;81,1;0,412207792;1758193869;;;;;;
;imminent failure;suspect;104,0990353;29,6;81,1;0,412100753;1758193870;;;;;;
;stage 2 failure;rolling element failure;111,7119789;28,7;81,1;0,411993769;1758193871;;;;;;
;normal;normal;104,4139862;35,4;81,1;0,412146379;1758193872;;;;;;
;suspect;normal;129,7309399;32,6;81,1;0,41203944;1758193873;;;;;;
;early;normal;110,4576588;35,4;81;0,411932555;1758193874;;;;;;
;early;suspect;124,3669987;28,9;81,9;0,411825726;1758193875;;;;;;
;normal;suspect;130,3648949;33,1;81,8;0,411718953;1758193876;;;;;;
;normal;normal;112,6637459;34,2;81,8;0,411871436;1758193877;;;;;;
;stage 2 failure;suspect;150,993824;34;81,4;0,411764706;1758193878;;;;;;
;imminent failure;stage 2 failure;131,4098835;35,8;80,4;0,411658031;1758193879;;;;;;
;normal;suspect;104,4769287;37,2;74,2;0,411551412;1758193880;;;;;;
;normal;early;119,4150448;32,5;74,2;0,411444847;1758193881;;;;;;
;stage 2 failure;early;127,7618408;30,7;74,3;0,411338338;1758193882;;;;;;
;early;normal;120,1431751;30,9;74,4;0,411231884;1758193883;;;;;;
;normal;suspect;101,8869877;42,4;75,2;0,411125485;1758193884;;;;;;
;normal;suspect;140,6457424;28,6;76,6;0,411019141;1758193885;;;;;;
;stage 2 failure;suspect;101,2341976;29;77,9;0,410912852;1758193886;;;;;;
;imminent failure;stage 2 failure;114,8018837;34,8;79,3;0,410806618;1758193887;;;;;;
;early;early;111,4490032;29,7;80,7;0,410958904;1758193888;;;;;;
;early;early;126,3110638;33,8;81,3;0,411111111;1758193889;;;;;;
;early;early;154,6671391;31,7;81,4;0,411263239;1758193890;;;;;;
;early;early;128,1211376;35,7;81,3;0,411415289;1758193891;;;;;;
;imminent failure;imminent failure;114,4890785;39,3;81,4;0,411567261;1758193892;;;;;;
;imminent failure;imminent failure;151,3438225;34,4;81,3;0,411719153;1758193894;;;;;;
;imminent failure;inner race failure;124,0549088;39,1;81,4;0,411612903;1758193895;;;;;;
;imminent failure;stage 2 failure;144,5970535;30,9;81,3;0,411506708;1758193896;;;;;;
;normal;suspect;127,1350384;31,7;81,3;0,411400567;1758193897;;;;;;
;normal;early;132,8389645;31,8;81,3;0,411294482;1758193898;;;;;;
;early;early;111,1748219;36,9;81,3;0,411446249;1758193899;;;;;;
;early;normal;132,2507858;55,4;81,3;0,411340206;1758193900;;;;;;
;normal;normal;143,0468559;37,5;81,3;0,411491884;1758193901;;;;;;
;normal;normal;126,8000603;34,9;81,3;0,411643483;1758193902;;;;;;
;early;normal;163,5558605;35,7;81,4;0,411537471;1758193903;;;;;;
;early;suspect;132,1270466;40;81,3;0,411431514;1758193904;;;;;;
;normal;suspect;122,2679615;31;81,3;0,411325611;1758193905;;;;;;
;normal;normal;140,2440071;32,7;81,3;0,411477097;1758193906;;;;;;
;stage 2 failure;suspect;125,8158684;32;81,3;0,411371237;1758193907;;;;;;
;stage 2 failure;rolling element failure;121,9270229;43,5;81,3;0,411265432;1758193908;;;;;;
;normal;normal;121,65308;32,8;81,3;0,411416817;1758193909;;;;;;
;normal;normal;141,4608955;37,5;80,4;0,411568123;1758193910;;;;;;
;imminent failure;normal;135,3192329;33,4;80,4;0,411462349;1758193911;;;;;;
;early;rolling element failure;123,4049797;33,4;80,5;0,411356629;1758193912;;;;;;
;normal;normal;144,3650723;32,3;80,6;0,411507835;1758193913;;;;;;
;normal;normal;98,64783287;45,6;80,5;0,411658963;1758193914;;;;;;
;imminent failure;normal;128,5572052;43;80,5;0,411553273;1758193915;;;;;;
;early;normal;119,5912361;35,5;80,5;0,411447639;1758193916;;;;;;
;normal;suspect;118,8108921;39,8;80,5;0,411342058;1758193917;;;;;;
;normal;normal;142,6730156;32,1;80,5;0,411493073;1758193918;;;;;;
;stage 2 failure;suspect;122,1859455;40;80,5;0,411387535;1758193919;;;;;;
;stage 2 failure;stage 2 failure;135,7150078;31,5;80,5;0,411538462;1758193920;;;;;;
;normal;normal;138,1001472;33,9;80,5;0,41168931;1758193921;;;;;;
;normal;normal;119,811058;35;80,6;0,411840082;1758193922;;;;;;
;stage 2 failure;normal;109,9140644;36,1;80,6;0,411734563;1758193923;;;;;;
;early;rolling element failure;108,1118584;38,6;80,6;0,411629098;1758193924;;;;;;
;normal;suspect;110,7470989;34,7;80,6;0,411523688;1758193925;;;;;;
;normal;normal;131,0799122;32,2;80,6;0,411674347;1758193926;;;;;;
;imminent failure;suspect;129,2850971;31,2;80,6;0,411568979;1758193927;;;;;;
;stage 2 failure;rolling element failure;113,8868332;32;80,6;0,411463664;1758193929;;;;;;
;normal;normal;96,77004814;47,1;80,6;0,411614224;1758193930;;;;;;
;normal;normal;123,2619286;40,1;80,6;0,411764706;1758193931;;;;;;
;imminent failure;normal;113,1629944;33,7;80,7;0,411659422;1758193932;;;;;;
;early;suspect;153,3098221;36,5;80,8;0,411554192;1758193933;;;;;;
;normal;suspect;132,5809956;36,1;80,8;0,411449016;1758193934;;;;;;
;normal;normal;111,4749908;35,1;80,7;0,411599387;1758193935;;;;;;
;inner race failure;suspect;149,4357586;30,1;80,7;0,411494253;1758193936;;;;;;
;stage 2 failure;stage 2 failure;119,3130016;32,8;80,8;0,411644535;1758193937;;;;;;
;normal;suspect;99,86209869;35,8;80,8;0,411539443;1758193938;;;;;;
;normal;early;123,3360767;31,5;80,8;0,411434405;1758193939;;;;;;
;imminent failure;early;120,7458973;39,1;80,8;0,411329421;1758193940;;;;;;
;early;normal;144,9160576;31,4;80,8;0,41122449;1758193941;;;;;;
;normal;normal;114,5918369;31;80,8;0,411374649;1758193942;;;;;;
;normal;normal;107,8369617;31,4;80,9;0,411524732;1758193943;;;;;;
;imminent failure;normal;150,6669521;31,9;80,8;0,411419832;1758193944;;;;;;
;early;suspect;112,6117706;46,4;80,8;0,411314985;1758193945;;;;;;
;normal;normal;117,2721386;40,6;80,8;0,411464968;1758193946;;;;;;
;normal;normal;132,1709156;41;80,8;0,411614875;1758193947;;;;;;
;early;normal;133,3901882;34,3;80,8;0,411510059;1758193948;;;;;;
;early;normal;138,9758587;38,3;80,9;0,411405295;1758193949;;;;;;
;normal;suspect;120,8159924;32,4;80,9;0,411300585;1758193950;;;;;;
;normal;normal;112,7018929;30,1;80,9;0,411450382;1758193951;;;;;;
;early;normal;126,5661716;31;80,9;0,411345714;1758193952;;;;;;
;suspect;rolling element failure;108,9959145;39,6;81;0,411241099;1758193953;;;;;;
;normal;suspect;123,8801479;34,4;80,9;0,411136537;1758193954;;;;;;
;normal;early;129,1007996;36,4;80,9;0,411032028;1758193955;;;;;;
;imminent failure;early;153,3958912;31,4;80,9;0,410927573;1758193956;;;;;;
;early;normal;133,8350773;31,5;80,9;0,410823171;1758193957;;;;;;
;normal;suspect;138,4928226;31,3;80,9;0,410718821;1758193958;;;;;;
;normal;early;129,5650005;48,6;81,1;0,410614525;1758193959;;;;;;
;stage 2 failure;early;131,8938732;48,2;81,2;0,410510282;1758193960;;;;;;
;early;normal;117,9740429;35,4;81,2;0,410406091;1758193961;;;;;;
;normal;normal;106,2679291;38,9;82;0,410555697;1758193962;;;;;;
;normal;normal;135,5822086;39,9;81,4;0,410705226;1758193963;;;;;;
;early;normal;130,8820248;37,1;81,4;0,410601065;1758193964;;;;;;
;early;suspect;131,8361759;31,3;76,4;0,410496957;1758193965;;;;;;
;normal;suspect;130,4461956;32,2;74,1;0,410392902;1758193966;;;;;;
;normal;normal;122,7662563;32,6;74,2;0,410542321;1758193967;;;;;;
;early;normal;148,5090256;35,2;74,3;0,410438308;1758193969;;;;;;
;stage 2 failure;rolling element failure;112,1618748;36,6;74,3;0,410334347;1758193970;;;;;;
;normal;suspect;152,9819965;32,4;74,5;0,410230438;1758193971;;;;;;
;normal;early;141,5908337;32,4;74,5;0,410126582;1758193972;;;;;;
;stage 2 failure;early;121,379137;33,3;74,6;0,410022779;1758193973;;;;;;
;early;normal;125,6132126;31,2;74,6;0,409919028;1758193974;;;;;;
;normal;suspect;101,195097;43,5;75,1;0,40981533;1758193975;;;;;;
;normal;suspect;120,2974319;28,6;76,5;0,409711684;1758193976;;;;;;
;stage 2 failure;suspect;116,5590286;32,5;78;0,409608091;1758193977;;;;;;
;imminent failure;stage 2 failure;113,3821011;31,9;79,4;0,40950455;1758193978;;;;;;
;normal;normal;117,1581745;34,9;80,8;0,409653778;1758193979;;;;;;
;normal;normal;123,4679222;30;81,3;0,409802931;1758193980;;;;;;
;stage 2 failure;normal;134,0248585;35,4;81,1;0,409699419;1758193981;;;;;;
;early;normal;130,9990883;32,9;81,1;0,40959596;1758193982;;;;;;
;normal;suspect;114,043951;40,2;81,4;0,409492552;1758193983;;;;;;
;normal;normal;146,6941833;36,3;81,3;0,409641595;1758193984;;;;;;
;imminent failure;normal;109,1358662;35,7;81,3;0,409538229;1758193985;;;;;;
;stage 2 failure;rolling element failure;116,8320179;31,4;81,3;0,409434914;1758193986;;;;;;
;normal;suspect;152,7349949;34;81,4;0,409331652;1758193987;;;;;;
;normal;normal;125,1311302;33,9;81,4;0,409480585;1758193988;;;;;;
;stage 2 failure;normal;96,96912766;34;81,4;0,409377363;1758193989;;;;;;
;early;normal;108,946085;47,8;81,4;0,409274194;1758193990;;;;;;
;normal;normal;111,5772724;43,7;81,4;0,409423028;1758193991;;;;;;
;normal;normal;104,2706966;41,8;81,4;0,409571788;1758193992;;;;;;
;stage 2 failure;normal;143,445015;38,3;81,5;0,409468648;1758193993;;;;;;
;suspect;suspect;111,8068695;39,5;81,4;0,409617321;1758193994;;;;;;
;normal;suspect;123,5089302;31,8;81,5;0,409514221;1758193995;;;;;;
;normal;normal;130,1870346;32;81,5;0,409662808;1758193996;;;;;;
;stage 2 failure;suspect;111,333847;34,3;81,4;0,409559748;1758193997;;;;;;
;stage 2 failure;rolling element failure;147,9830742;35,8;81,4;0,40945674;1758193998;;;;;;
;normal;normal;129,8370361;38,2;80,5;0,40960523;1758193999;;;;;;
;normal;normal;149,6419907;34,9;80,6;0,409753645;1758194000;;;;;;
;imminent failure;normal;120,3563213;33,5;80,5;0,409650666;1758194001;;;;;;
;early;rolling element failure;116,1370277;32,9;80,7;0,409547739;1758194002;;;;;;
;normal;normal;116,1379814;33,2;80,7;0,409696056;1758194003;;;;;;
;normal;normal;103,0259132;44;81,2;0,409844299;1758194004;;;;;;
;early;normal;116,8210506;50,1;81,3;0,409741401;1758194005;;;;;;
;early;suspect;108,0927849;46,1;81,5;0,409638554;1758194007;;;;;;
;normal;normal;113,6410236;64,6;81,5;0,4097867;1758194008;;;;;;
;normal;normal;110,2387905;49,6;81,2;0,409934772;1758194009;;;;;;
;stage 2 failure;normal;128,9432049;41,4;81,4;0,409831954;1758194010;;;;;;
;early;normal;138,7579441;32,4;81,3;0,409729188;1758194011;;;;;;
;normal;suspect;134,7930431;36,9;81,3;0,409626473;1758194012;;;;;;
;normal;normal;131,663084;48,8;78,9;0,409774436;1758194013;;;;;;
;stage 2 failure;suspect;108,3109379;47;78,9;0,409671761;1758194014;;;;;;
;imminent failure;stage 2 failure;111,230135;46,4;78,9;0,409569138;1758194015;;;;;;
;normal;suspect;115,9200668;34,8;79;0,409466566;1758194016;;;;;;
;normal;early;114,4411564;33;79,1;0,409364046;1758194017;;;;;;
;stage 2 failure;early;129,0960312;33,2;79,2;0,409261577;1758194018;;;;;;
;early;normal;121,9160557;34;79,2;0,409159159;1758194019;;;;;;
;early;early;134,1979504;35,3;79,3;0,40930698;1758194020;;;;;;
;early;early;118,3197498;63,5;79,3;0,409454727;1758194021;;;;;;
;early;early;113,4009361;42,6;79,5;0,409602401;1758194022;;;;;;
;early;early;107,6359749;38,9;79,6;0,40975;1758194023;;;;;;
;early;early;114,5720482;41,7;79,6;0,409897526;1758194024;;;;;;
;early;early;105,9267521;57,6;79,5;0,410044978;1758194025;;;;;;
;early;early;98,35386276;42,3;79,4;0,410192356;1758194026;;;;;;
;early;early;110,4869843;30,4;79,4;0,41033966;1758194027;;;;;;
;imminent failure;imminent failure;102,8659344;40;79,4;0,410486891;1758194028;;;;;;
;imminent failure;imminent failure;102,6420593;32;79,5;0,410634049;1758194029;;;;;;
;stage 2 failure;inner race failure;115,7438755;37,5;79,5;0,41053157;1758194030;;;;;;
;imminent failure;stage 2 failure;99,5349884;31,5;79,4;0,410429142;1758194031;;;;;;
;normal;normal;111,3836765;30,6;79,4;0,410576204;1758194032;;;;;;
;normal;normal;131,4008236;28,9;79,5;0,410723192;1758194033;;;;;;
;early;normal;116,7199612;32,1;79,4;0,410620793;1758194034;;;;;;
;early;normal;117,5572872;34;79,4;0,410518445;1758194035;;;;;;
;imminent failure;suspect;105,0848961;34;79,4;0,410416148;1758194036;;;;;;
;normal;normal;93,17994118;37,4;79,4;0,410563029;1758194037;;;;;;
;early;normal;104,5787334;34;79,4;0,410460772;1758194038;;;;;;
;early;normal;102,2181511;37,5;79,4;0,410358566;1758194039;;;;;;
;normal;normal;102,6041508;30,7;79,4;0,410505352;1758194040;;;;;;
;normal;normal;108,2289219;33,2;79,4;0,410652066;1758194041;;;;;;
;early;normal;126,6491413;31,8;79,4;0,410549888;1758194042;;;;;;
;early;suspect;105,2088737;39,6;79,5;0,410447761;1758194043;;;;;;
;normal;suspect;129,4059753;35,5;79,4;0,410345685;1758194044;;;;;;
;normal;early;98,26397896;35,9;79,4;0,41024366;1758194045;;;;;;
;early;early;123,5809326;31,8;79,4;0,410390256;1758194046;;;;;;
;early;normal;125,9560585;31,6;79,4;0,41028827;1758194047;;;;;;
;normal;normal;109,705925;32,7;72,1;0,410434783;1758194048;;;;;;
;normal;normal;109,0259552;30,9;72,2;0,410581222;1758194049;;;;;;
;stage 2 failure;normal;121,0160255;31,5;72,1;0,410479265;1758194050;;;;;;
;early;normal;124,371767;30,5;72,1;0,410377358;1758194051;;;;;;
;early;suspect;116,9309616;39,5;72,2;0,410275503;1758194052;;;;;;
;normal;early;115,8840656;34;72,3;0,410173697;1758194053;;;;;;
;suspect;early;109,9998951;37,5;72,6;0,410071942;1758194054;;;;;;
;early;normal;120,8808422;31,6;72,6;0,409970238;1758194055;;;;;;
;normal;normal;122,563839;31;72,6;0,410116539;1758194056;;;;;;
;normal;normal;126,2149811;34,8;72,6;0,410262766;1758194057;;;;;;
;early;normal;106,9691181;36,3;72,6;0,41016109;1758194058;;;;;;
;early;suspect;112,4310493;37,4;72,6;0,410059465;1758194059;;;;;;
;normal;suspect;112,1451855;34,2;72,6;0,40995789;1758194060;;;;;;
;normal;early;147,2349167;33,3;72,6;0,409856365;1758194061;;;;;;
;stage 2 failure;early;105,1189899;33;72,7;0,40975489;1758194062;;;;;;
;early;normal;121,7639446;32,3;72,7;0,409653465;1758194063;;;;;;
;normal;normal;102,7750969;33,7;72,6;0,409799555;1758194064;;;;;;
;normal;normal;104,4719219;33,2;72,6;0,409945571;1758194065;;;;;;
;imminent failure;normal;130,423069;32,3;72,7;0,409844175;1758194066;;;;;;
;early;suspect;126,3387203;39,3;72,7;0,409742829;1758194068;;;;;;
;normal;suspect;110,2619171;35,2;72,7;0,409641533;1758194069;;;;;;
;normal;normal;90,62480927;37,5;72,7;0,409787444;1758194070;;;;;;
;stage 2 failure;normal;112,1230125;32,7;72,7;0,409686187;1758194071;;;;;;
;stage 2 failure;rolling element failure;118,0160046;32,3;72,7;0,40958498;1758194072;;;;;;
